Date,Date_ISO,Weekday,Year,Month,Month_Name,Day,URL,Notes,Display
16/04/2018,2018-04-16,יום שני,2018,4,אפריל,16,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_16_4_18.mp3,,יום שני | 16/04/2018
17/04/2018,2018-04-17,יום שלישי,2018,4,אפריל,17,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_17_4_18.mp3,,יום שלישי | 17/04/2018
22/04/2018,2018-04-22,יום ראשון,2018,4,אפריל,22,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_22_4_18.mp3,,יום ראשון | 22/04/2018
23/04/2018,2018-04-23,יום שני,2018,4,אפריל,23,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_23_4_18.mp3,,יום שני | 23/04/2018
24/04/2018,2018-04-24,יום שלישי,2018,4,אפריל,24,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_24_4_18.mp3,,יום שלישי | 24/04/2018
25/04/2018,2018-04-25,יום רביעי,2018,4,אפריל,25,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_25_4_18.mp3,,יום רביעי | 25/04/2018
26/04/2018,2018-04-26,יום חמישי,2018,4,אפריל,26,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_26_4_18.mp3,,יום חמישי | 26/04/2018
29/04/2018,2018-04-29,יום ראשון,2018,4,אפריל,29,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_29_4_18.mp3,,יום ראשון | 29/04/2018
30/04/2018,2018-04-30,יום שני,2018,4,אפריל,30,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_30_4_18.mp3,,יום שני | 30/04/2018
01/05/2018,2018-05-01,יום שלישי,2018,5,מאי,1,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_1_5_18.mp3,,יום שלישי | 01/05/2018
02/05/2018,2018-05-02,יום רביעי,2018,5,מאי,2,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_2_5_18.mp3,,יום רביעי | 02/05/2018
03/05/2018,2018-05-03,יום חמישי,2018,5,מאי,3,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_3_5_18.mp3,,יום חמישי | 03/05/2018
06/05/2018,2018-05-06,יום ראשון,2018,5,מאי,6,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_6_5_18_h.mp3,,יום ראשון | 06/05/2018
07/05/2018,2018-05-07,יום שני,2018,5,מאי,7,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_7_5_18_h.mp3,,יום שני | 07/05/2018
